CUSTOMER,PhoneNumber, REVENUE ,MOU,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,PHONES,MODELS,EQPDAYS,SETPRC,ProfitMargin,MONTHS,customer service calls,TotalNumTexts,DataUsageGB,CompetitivePackage,NumEmails,MinWebSurfing,MinMusicStreamed,NumPhotoUploadSocialMedia,NumMinStreamVideo,NumMinOnlineGames
1098761,510-355-9581, 263.16 ,414,4.95,0,3.7,48,8.71,3.67,0.33,12,0,0,149.74,14.67,2.67,85,62,4,0,0.33,2,2,469,29.99, 0.82 ,51,1,0,2357.9,410.5335,86,80,18,14,109,58
1099502,415-396-5189, 280.89 ,749,0,0,0.1,66,0.29,9.33,0,56.33,6.33,0,39.89,12.33,1.67,129,29.33,9.33,0,0,2,2,508,29.99, 0.56 ,100,2,0,2317.7,418.522375,174,92,89,15,92,75
1099540,415-356-9187, 384.53 ,120.33,0,0,0,-44.33,-0.36,8.33,0.67,4.33,0,0,28.03,17.67,3.67,58.67,13.67,9,0,0,1,1,836,0, 1.04 ,96,0,45,3799.9,434.521725,47,64,55,4,176,101
1099596,415-394-5537, 370.78 ,114.25,0.25,14.75,0.29,-9.25,-5.7,1.33,0,1.33,0,0.33,25.55,3.33,0,17.67,1.33,1.33,0,0,1,1,934,0, 0.69 ,112,4,16,3521.23,292.9179775,32,115,106,20,147,132
1012261,510-408-2712, 183.31 ,647.5,0.99,0,0,-522.5,-1.31,7.67,0.67,18,0,0,111.45,41.33,14.67,126.67,54.33,8.33,0,0,2,2,318,29.99, 0.85 ,129,1,0,1352.8,141.1487,118,46,87,3,47,162
1018351,415-404-4486, 297.15 ,273.25,0.25,0,1.43,6.75,4.8,4.67,0.33,11.33,0,0,109.71,15.33,6,44.33,73,5,0,0.67,2,1,507,59.99, 0.54 ,163,1,0,2381.5,478.415525,97,101,60,9,103,32
1039576,415-355-1113, 355.29 ,184,0,10.5,0.26,341,-37.59,1.33,1.33,5.33,0,0,8.15,13.67,2.33,11.67,30.33,2.67,0,0.67,2,2,656,79.99, 1.02 ,67,0,40,3730.25,621.7553125,94,55,41,30,169,83
1051386,408-411-4674, 344.83 ,243,1.24,0.5,0.36,-7,-0.99,7.33,0,6.33,0,0,60.83,20.33,5.33,43,72.33,7.33,0,0,2,1,436,149.99, 0.36 ,140,2,0,3732.9,568.965375,201,53,84,6,166,118
1054940,510-376-4519, 382.79 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,458,0, 0.90 ,49,1,0,3665.25,612.47,73,64,37,10,172,38
1070724,510-365-5979, 328.09 ,450.5,0,144.5,0,119.5,42.03,4.67,0.33,10,1.33,0.33,134.38,7.33,0.67,105.33,26.33,5,0,2.33,1,1,315,0, 1.05 ,46,2,0,2760.5,485.5695,61,53,106,1,114,176
1075944,415-382-2879, 314.41 ,675,0,6.25,0,132,-2.44,15.33,5.33,56.67,2.33,0.67,153.93,57,16.33,143.67,93.67,20.67,0,2.33,1,1,334,0, 0.80 ,148,2,0,2934.75,556.4990625,248,39,83,25,122,78
1077179,510-420-1383, 198.37 ,386.5,0.25,52.5,0,90.5,25.13,5,0,9.67,0.33,0,168.8,9.67,0,95.67,26,5,0,0.67,1,1,328,0, 0.74 ,112,2,0,1015.1,273.75405,156,82,108,4,26,74
1080745,415-411-7390, 270.46 ,1482.5,0,0,0,-18.5,-0.32,16,7.33,92.33,44.67,1,446.3,60.67,98.33,94.67,214,23.33,0,8.33,2,2,375,79.99, 1.16 ,78,4,0,1837.3,311.026125,229,41,43,15,78,43
1082486,408-383-8848, 271.57 ,251.25,0,1,0,80.75,-0.3,15.67,8.67,73,0,0.33,30.55,23.67,8.33,63.33,38.33,24.33,0,0,2,2,308,149.99, 0.43 ,61,1,31,2855.23,230.8364125,221,49,33,25,127,170
1097687,510-387-9301, 341.62 ,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,2,2,691,29.99, 0.69 ,58,3,29,2279.12,259.63424,172,57,106,28,83,157
1099979,415-399-3164, 206.87 ,,,,,,,13.67,3.33,34,0,0,96.48,33,4.67,96.33,88.67,17,0,0.33,8,3,163,9.99, 0.79 ,155,0,0,1647.75,289.61975,141,70,112,2,57,126
1000093,510-385-8997, 310.36 ,1306,0,0,0,-462,-76.29,2,1,10.33,1.67,0,809.08,25.33,0,76.33,106,3,0,4.67,9,6,146,129.99, 1.15 ,100,0,0,1849.45,397.2592,188,109,27,16,80,124
1000662,510-352-6573, 250.29 ,410.75,0.25,0,6.91,92.25,13.53,7.33,2,14.67,0,0,20.95,8,0,58.33,19.67,9.33,0,0,2,2,620,29.99, 1.02 ,113,1,0,1943.65,445.522875,116,105,16,3,90,163
1000828,415-408-3384, 407.29 ,444,0.99,86,0,-7,-33.6,1.33,3.67,33.33,0,0,141.05,18,1,63,59,5,0,3,2,2,461,29.99, 0.87 ,81,1,0,3385.55,346.1933125,119,104,15,24,157,168
1000835,510-419-6033, 120.30 ,1395.25,0.25,89.75,0,232.75,130.3,9.33,4.67,46.33,2.67,0,322.42,65.33,2.33,127.33,215,14,0,5,4,4,157,129.99, 0.96 ,135,3,27,1097.86,102.254575,215,94,67,30,32,24
1001101,408-336-2090, 298.72 ,1343,5.94,12.5,0,61,-7.2,18.67,14.67,54.67,0.33,0,193.78,61.33,0.33,201.67,125,33.33,0,2.67,3,3,82,29.99, 0.99 ,99,1,0,2043.05,295.7315625,143,90,101,21,75,22
1001148,510-343-7242, 402.95 ,1377.75,1.98,0,4.57,-22.75,-29.14,4.67,12.33,46,31,0,189.4,50.67,31.33,201.33,143.33,17,0,1,5,5,85,149.99, 0.37 ,59,0,29,3174.42,725.3127,245,54,81,4,140,19
1001184,510-376-1713, 300.12 ,56.5,0.74,0,0,-5.5,-1.01,0.33,1,6,0,0,0.19,3.67,0,16.33,6,1.33,0,0,1,1,1324,0, 1.27 ,135,4,0,3351.35,531.2146125,82,77,90,27,140,165
1001587,408-381-5878, 214.61 ,599.5,0,0,0.49,424.5,-9.24,2.67,9,90.67,0,0,145.43,29,29.33,120.33,191.33,13,1,6.67,7,4,45,199.99, 0.80 ,85,2,0,2157.5,296.16525,241,85,96,10,83,151
1001856,510-390-5470, 276.32 ,856.25,4.21,0,0,-856.25,-25.33,5.67,0.67,15,0.33,0.33,265.34,24.67,8,115.33,51,6.33,0,1.33,4,3,651,39.99, 1.23 ,70,1,0,1427.85,392.372625,122,71,67,12,53,80
1002002,510-414-4803, 236.43 ,397.75,2.23,92.75,0.88,-139.75,-19.79,3.67,2,13.33,0,0,97.5,70,3.67,109,73,5.67,0,0,3,3,589,9.99, 0.75 ,88,2,0,2462.4,288.4446,179,65,74,27,99,131
1002050,510-382-5478, 273.94 ,370,0,0,0,96,0,0,0.33,11.33,0,0,84.74,8.33,10.33,90.67,26,0.33,0,1,7,4,240,29.99, 0.77 ,55,1,0,2902.25,301.332625,60,77,115,2,120,50
1002592,415-333-7637, 304.77 ,282,0,0,0,-121,0,0,0,1.67,0,0,154.75,10.33,3.67,13,37.67,0,0,0,1,1,1256,0, 0.72 ,75,2,0,2013.95,505.911975,38,37,36,19,88,19
1002649,510-341-1647, 449.40 ,292.75,0,0,0,74.25,0,2.33,0.67,9.67,0,0,84.35,33.67,10.33,39.33,57.67,3,0,1.33,2,2,619,29.99, 0.73 ,79,1,21,4102.23,588.7103975,209,103,118,28,172,67
1003833,408-411-4232, 400.35 ,567.25,0.74,0,0.2,255.75,1.82,1.67,4.33,13.33,0,0,118.86,36.33,17.67,33.67,87.33,6,0,0.67,7,7,6,99.99, 1.21 ,85,0,0,4055.25,656.58015,105,76,102,10,177,165
1004859,408-339-2616, 194.02 ,351.5,0.5,0,0,-133.5,-5.11,5.67,0,30.33,0,0,44.91,59,3,53.67,71,5.67,0,0.67,2,2,539,29.99, 0.58 ,86,0,23,1879.14,304.604335,183,82,103,21,65,159
1005242,510-327-3850, 335.01 ,427,0,11,0,47,11.24,2.67,5.33,33,1,0,14.88,4.33,0,93.33,40.33,8,0,0.33,2,2,872,29.99, 0.99 ,91,1,0,2300.25,586.2653125,192,33,44,11,102,57
1005618,415-328-7209, 175.77 ,304.5,0.74,19.25,0,6.5,-6.78,2.33,0,25.33,0.33,0.33,42.59,8,0.67,92,27.33,2.33,0,0,2,2,258,29.99, 0.94 ,149,2,20,951.05,295.2915,78,87,18,12,38,164
1005882,408-405-6189, 212.38 ,180,0,0,2.59,-27,7.76,2,0,7.67,0,0,43.48,13.33,5.33,34,9.67,2,0,0,1,1,1130,0, 0.88 ,97,0,0,2280.05,316.4517875,210,47,32,21,101,24
1006323,415-418-6737, 379.66 ,113.5,0.99,1,1.74,-62.5,-2.73,1,0,8,0,0,18.81,6.67,1,29.67,10.33,1,0,0,4,3,199,99.99, 0.65 ,88,0,0,2880.1,375.860925,39,39,87,9,122,177
1006383,415-366-2212, 400.61 ,1533.5,1.24,760.25,0,108.5,34.91,20.67,0,41.33,0,0,410.97,34.67,16,279,30.33,20.67,0,2,3,3,535,9.99, 0.65 ,60,2,0,3919.5,440.67375,57,89,118,28,163,112
1006623,408-356-1420, 247.97 ,86.25,0.5,0,0,-16.25,-0.72,2.33,0,8.67,0,0,11.16,1,0,24.33,39,2.33,0,0,3,2,622,59.99, 0.61 ,54,3,0,1224.85,208.29795,220,65,105,7,36,113
1006871,415-343-1323, 341.72 ,1821,5.69,362,0.49,110,159.72,9.33,25,58.67,4.33,3,478.73,176.67,66,480,175,34.33,0,6.67,7,4,1,29.99, 1.02 ,11,2,28,3689.39,615.10365,43,64,43,3,173,117
1006896,415-361-8239, 269.25 ,1690,8.42,57.25,2.5,112,10.7,17.33,12.67,70.33,2.33,0.67,285.47,114,49.67,308.33,215.67,30,0,3.33,4,4,155,149.99, 1.04 ,109,4,0,2909.45,277.3262125,107,114,110,28,113,178
1007396,415-384-1621, 221.64 ,292.5,0,23.75,0,33.5,-3.83,0.33,0.33,11.67,0,0,79.76,5.33,1.67,80,14.67,0.67,0,0.67,1,1,1102,0, 0.91 ,90,1,0,1916.4,254.886,97,51,105,7,72,19
1007439,408-360-3525, 338.44 ,90.25,0,0,0,-55.25,0,0.67,1.33,2,0,0,0,0.33,0,4.67,7.67,2,0,0,1,1,1102,0, 0.66 ,115,2,0,2590.35,473.81075,57,118,40,20,114,90
1007661,415-392-3813, 231.61 ,75,0,0,0,-12,0,0,0,0,0,0,6.42,1,0,13,3.33,0,0,0.33,1,1,991,0, 1.21 ,144,1,18,1645.34,273.30039,183,101,101,28,53,32
1008542,408-337-6898, 319.77 ,950.5,0,5,0,16.5,-4.25,0.33,29.33,15.33,7,0,37.96,10,0,116.67,61,29.67,0,0,3,3,132,149.99, 1.05 ,91,1,0,2216.3,265.411175,93,53,78,23,87,157
1008909,415-366-8036, 331.99 ,73.75,0,0,0.1,-20.75,0.29,1.33,0.33,1.33,0,0,13.3,3.33,6.67,14,5,1.67,0,0,3,2,735,9.99, 1.27 ,105,2,23,3409.59,341.9489275,188,42,95,28,143,45
1009642,415-352-8327, 285.91 ,2404.75,0.99,0,0,35.25,-0.99,20.67,2.33,58.33,0,0,445.04,123.33,20.33,450.33,194,23,0,16.67,9,5,111,199.99, 1.11 ,71,2,0,2244.05,354.53305,228,85,42,15,98,42
1010372,510-334-9505, 175.13 ,80.5,0.5,6.5,0,63.5,7.11,0.67,2.67,3.67,0,0,9.24,1.67,0,20,17,3.33,0,0.33,2,2,166,29.99, 0.30 ,132,1,36,1617.68,278.45034,148,112,87,28,53,166
1011196,415-336-5702, 440.27 ,1391,4.95,291.75,0,-439,-117.19,14.33,10.33,51,1,0,412.97,73.33,16,258.33,170,24.67,0,8.67,2,1,918,29.99, 0.32 ,112,2,0,3539.3,383.032725,162,120,70,14,156,156
1011397,415-392-2381, 189.41 ,15.5,0,0,0.97,-1.5,0.7,1,2.33,4.33,0,0,1.26,0.33,0,2.67,5.33,3.33,0,0,1,1,940,0, 0.99 ,86,1,32,1372.26,155.31579,230,80,29,12,58,19
1012361,510-369-6880, 413.12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,975,0, 0.69 ,41,2,34,3199.12,731.22948,179,55,32,15,147,162
1013282,415-416-8697, 283.37 ,789,1.49,0,0,254,2.85,25.67,4.67,67,0,3,212.41,30,19.33,239.67,195,30.33,0,0,3,2,445,29.99, 0.92 ,44,1,0,2352.65,490.2279375,120,65,60,16,100,52
1014220,408-345-3451, 159.65 ,461,0,0,0.45,-120,-0.08,7.33,0,22.33,0,0,104.55,17.33,13,36.67,81.33,7.33,0,0.67,1,1,824,0, 0.72 ,78,1,0,1625.7,177.208725,106,80,55,25,61,177
1014888,408-379-2514, 209.16 ,43.5,0,0,0,46.5,-0.49,3,0,0,0,0,0.82,1,0,8.33,5.33,3,0,0,1,1,858,0, 0.75 ,149,2,0,1265.5,292.8275,112,42,86,25,38,102
1015417,510-418-6651, 329.36 ,753.5,0.99,0,0.19,-16.5,0.13,16.33,1,45.33,0,1.33,64.97,52.33,8.67,246.67,35.33,17.33,0,2.33,5,5,153,29.99, 0.94 ,72,0,33,2358.99,543.4510125,34,110,46,29,99,99
1015976,415-421-3528, 380.73 ,468.25,0.74,0,0,-80.25,4.11,5.33,0.67,34.67,0,0,96.38,73.67,11,67.67,158.67,6,0,1,2,2,153,29.99, 1.23 ,139,1,20,3666.65,574.9004125,248,57,80,28,158,97
1016062,510-329-9046, 233.66 ,39,0,0,0,-13,0.98,0.33,4.67,9,0,0,2.18,3,0,15.67,7.33,5,0,0,1,1,790,0, 1.06 ,74,6,0,1194.65,235.9953375,93,88,102,14,34,50
1016184,510-406-3890, 354.84 ,265,0.25,43,0.41,-68,-15.97,9.67,4,12,3.67,0,66.49,24.33,8.33,104,12.33,13.67,0,1.67,5,4,158,79.99, 0.90 ,50,2,0,2699.25,606.7828125,215,86,77,5,115,170
1016288,510-403-8904, 276.77 ,389,0,10.25,0,-37,-4.91,5.67,4,14,0.33,0,79.12,39,12,96.67,49.33,10.67,0,0.67,6,6,40,129.99, 0.75 ,141,3,23,1346.89,428.9884625,103,73,84,7,47,59
1017064,408-393-4086, 398.63 ,356.5,0.5,16.5,0,-298.5,-54,4,9,4.67,3.33,0.67,51.05,21.33,0.67,57.33,53.67,13,0,2,1,1,775,0, 1.28 ,140,1,0,3777.95,322.8872625,220,71,87,0,169,106
1017892,408-400-1367, 262.37 ,218.5,0,0,0,26.5,0,2,0,7.67,2,0,129.46,3.67,2.67,57.67,27,2,0,0.33,3,2,237,29.99, 0.37 ,99,1,0,2660,419.792,205,67,32,27,117,150
1018719,408-377-9473, 419.32 ,8,0,0,0,0,1.33,0,0.67,1.33,0,0,0.23,0,0,0.67,4.67,0.67,0,0,1,1,861,0, 1.17 ,166,1,0,3602.05,356.4251875,121,52,102,15,154,100
1018817,408-396-3068, 287.57 ,1359.25,0.99,60,0,-132.25,3.41,14,1.67,26.33,2.33,0.33,380.03,52.33,9.67,203.67,69.67,15.67,0,2,1,1,753,0, 0.96 ,124,2,0,2534.85,494.62685,66,63,46,24,109,159
1019207,415-331-9293, 393.97 ,1396.75,1.49,0.75,0,-44.75,-6.25,13,0,2,5,0.33,421.08,142,59.33,267.33,297.33,13,0,0,6,5,181,199.99, 0.70 ,74,1,0,3050.25,523.9784375,153,48,55,20,135,53
1019828,510-347-1914, 456.84 ,471,0,0,0,53,1.28,4.33,1,23,0,0,40.17,29,4.33,75.33,70.33,5.33,0,2.67,7,4,119,129.99, 0.84 ,117,0,0,3880.05,817.7503125,115,118,107,13,167,59
1019902,510-395-1962, 193.83 ,32.5,0.25,16.5,0,77.5,25.49,0,0,0.67,0,0,0.17,0,0,7,1.33,0,0,0,1,1,790,0, 0.76 ,85,0,0,1894.25,314.002575,116,93,33,21,80,141
1020222,415-401-5485, 304.61 ,703.25,0,0,0,-46.25,0,10,12.67,45.33,1.33,0,220.77,17,17.33,84.67,88.33,22.67,0,3.33,4,4,138,9.99, 0.98 ,36,4,16,2695.03,371.620845,201,86,26,23,121,120
1021000,510-355-6560, 238.21 ,1083.25,5.2,0,1.85,62.75,-10.08,13,0.67,20.67,0,0,320.62,52,9,222,65,13.67,0,1.33,2,2,138,79.99, 0.51 ,102,2,0,1749.3,424.00935,146,60,106,26,58,65
1021213,415-363-3911, 268.88 ,55.25,0,0,0,7.75,0,0.67,0,20.67,0,0,0,1,0,16,1.33,0.67,0,0,1,1,726,0, 1.24 ,76,0,0,1635.15,384.4930375,188,111,102,15,55,75
1021588,510-345-1998, 343.11 ,273.25,0,33.75,0,468.75,30.09,8,0.67,28.33,0,0,128.56,17,4.67,84,59.33,8.67,0,1,1,1,660,0, 0.80 ,165,1,0,2297.5,586.722375,33,73,61,28,93,168
1021693,415-361-5277, 245.73 ,540,1.98,0,0,134,1.32,7.33,4,17.33,1.33,0,95.62,54,22,107,57.67,11.33,0,1,1,1,827,0, 0.88 ,130,1,0,1158.05,245.73375,166,47,46,13,44,45
1022010,415-376-7145, 296.37 ,412.25,0.25,0,0,15.75,25.68,12.67,1,21.33,0,0,62.12,25,1,64.67,84.33,13.67,0,0,2,2,55,29.99, 1.26 ,78,0,0,2828.1,281.549125,196,30,102,10,116,164
1022205,415-375-2975, 292.48 ,885.25,6.19,11,0,434.75,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,406,9.99, 0.91 ,55,2,0,2494.3,453.347875,122,44,29,26,111,56
1023561,415-376-8573, 256.07 ,304,0,0,0,126,0,2.33,1,21.67,0,0,15.25,14.33,7,61.33,27.33,3.33,0,0.67,3,3,246,59.99, 0.69 ,92,0,0,2878.45,286.8026,113,116,63,0,128,159
1024063,415-366-7360, 256.41 ,646,0,0,0,-178,-19.79,14,1.33,25,0,0,169.76,29,0,140.33,31,15.33,0,0,4,3,-1,29.99, 0.56 ,129,2,33,1491.39,335.9026675,243,53,29,1,67,20
1024795,408-347-7898, 293.93 ,231.25,0.5,54.25,0,104.75,30.92,3.33,0.67,24.33,0,0,53.36,5.67,0.33,67.33,39.67,4,0,0.33,2,2,11,29.99, 0.62 ,18,0,0,2017.5,305.6898,51,75,104,8,76,101
1024799,415-390-7328, 274.84 ,384.75,0,43.25,0,84.25,25.46,3.67,2,7,0,0,76.06,7,4.67,48.67,40,5.67,0,0,3,3,122,39.99, 0.74 ,161,2,0,2974.65,461.7291,74,39,74,12,130,26
1024988,415-356-5491, 162.77 ,1115,7.92,0,0,-118,-17.69,10,0.33,39.33,2.33,0.67,146.9,87,16.33,327.67,121,10.33,0,11,2,2,397,149.99, 0.37 ,93,2,36,945.28,177.41494,178,94,86,4,26,139
1026707,415-373-3251, 310.94 ,136,0.25,0,10.54,-60,-6.97,1.33,2.67,9,0,1,6.89,1.67,0.67,29,27,4,0,0,1,1,764,0, 0.68 ,144,2,0,1923.5,307.833075,172,118,99,13,71,22
1026906,408-343-1965, 362.94 ,531.5,0.99,0,0,-39.5,-45.48,4,7.33,34.67,0.33,0,54.09,65,2,105.33,76.67,11.33,0,0,2,2,75,79.99, 0.77 ,75,1,0,3028.95,508.11775,240,63,45,24,134,106
1027170,415-378-8019, 383.91 ,150.25,0.25,10.75,7.2,-36.25,-9.2,0.33,0.67,11,0,0,18.43,5,0.67,40.33,10.67,1,0,0,1,1,590,0, 0.44 ,95,6,0,3019.65,391.592025,215,118,31,16,137,177
1027182,415-386-1548, 219.53 ,1219.25,0,9,0,667.75,10.53,31.33,0.67,21.67,0,11.67,187.25,59,31.67,262.67,121.67,32,0,1,3,3,170,199.99, 0.87 ,126,2,23,922.14,204.163365,159,78,21,7,37,175
1027804,415-397-1649, 221.38 ,35,0,1,0.32,-14,0.02,1.33,0,1.33,0.33,0,4.37,4.67,4,12.67,3,1.33,0,0,1,1,754,0, 1.18 ,124,0,28,1262.64,247.94336,43,113,28,13,52,72
1028271,415-366-7247, 348.39 ,189.5,0,0,1.18,51.5,-1.47,6,0,3.33,0,0,48.31,3.33,0,37.67,16.33,6,0,0.67,2,2,455,59.99, 0.90 ,93,3,0,3019.8,539.99675,144,36,105,7,127,43
1028949,415-402-9691, 123.48 ,89.25,0.25,0,0,11.75,-0.25,0.67,0.33,10.67,0,0,21.72,8,4.33,23.67,12.33,1,0,0,1,1,639,0, 0.61 ,109,3,26,871.58,118.53936,202,110,25,24,30,66
1031412,510-334-9806, 217.33 ,1667.75,0.99,6.5,0,371.25,13.81,32,2.33,166,18,4.33,587.32,72,50.33,278.67,520.67,34.33,0,23,4,3,82,149.99, 0.64 ,80,2,0,2435.8,354.23975,110,58,105,3,98,104
1031719,415-378-7733, 97.37 ,167.75,0.25,0,0.1,295.25,4.39,0,7.67,12.67,4.67,0,0,0,0,21.67,1.67,7.67,0,0,2,2,368,29.99, 0.62 ,41,1,0,743.35,94.4501125,224,71,23,27,24,37
1031816,415-407-2248, 422.50 ,113.75,0.25,0,0.45,-8.75,-0.7,3.33,6.33,9.67,0,0.33,32.33,9,1.67,42.33,26.33,9.67,0,0,2,1,627,59.99, 0.86 ,136,5,31,3608.58,637.980285,78,67,117,17,150,170
1031908,415-405-3916, 267.03 ,1.75,0,0,0,-1.75,0,0,0.33,0,0,0,0,0,0,0.67,0,0.33,0,0,1,1,628,0, 0.82 ,92,1,0,1689.4,467.29375,32,72,74,24,61,169
1032150,408-407-2081, 387.32 ,66.5,0,0,0,-66.5,-43.77,0,0.33,6.33,0.67,0,6.04,0.33,0.33,10.33,8,0.33,0,0,1,1,565,0, 0.36 ,143,1,24,2899.42,344.711685,68,66,119,2,119,64
1032327,415-397-9148, 134.54 ,388.25,1.24,78,0,-88.25,-17.28,5,1.33,32,2,0,149.77,0.33,0,100.67,16,6.33,0,0,2,1,589,29.99, 0.75 ,118,1,26,923.93,213.9261525,142,81,115,18,16,129
1032844,408-415-4857, 354.86 ,321.25,0,19.75,0,9.75,-5.93,4.67,6.33,52.33,0,0,65.73,27.33,14,88.67,53.67,11,0,0.33,3,3,50,29.99, 0.83 ,193,0,17,3060.46,443.580625,134,57,66,11,135,100
1033044,415-354-7314, 300.95 ,735.25,0,0.5,0,-3.25,-0.65,7.67,0.33,20.33,0.33,0.33,66.18,16,1,38.33,69.67,8,0,0,1,1,563,0, 0.44 ,73,1,0,1753.5,400.266825,96,38,92,27,61,81
1033134,408-346-5611, 284.70 ,98.5,0,0,0,-40.5,0,0.33,7.33,5.33,1,0,4.04,0.33,0,12.67,8.67,7.67,0,0,1,1,624,0, 0.50 ,62,1,0,1602.6,475.44065,237,55,36,22,66,15
1033448,415-349-4703, 315.46 ,334.25,0,25,0,-44.25,-7.52,3,1.67,10,0,0,96.89,20,1.33,30,36.33,4.67,0,0.67,2,2,174,59.99, 1.01 ,30,1,30,2845.95,391.16575,213,76,113,26,110,167
1033554,408-411-7778, 227.81 ,233.25,0.25,0,0.32,10.75,0.71,1.67,1.33,19.33,0,0,5.55,2.33,0,62,26.33,3,0,0,1,1,727,0, 1.15 ,60,2,29,2002.07,232.361355,207,113,26,3,92,18
1033850,510-421-1469, 131.19 ,1808.75,0.74,0,0,-706.75,-0.74,21,7.33,144.33,0.67,0,461.73,144,50.33,756.33,171,28.33,0,23.67,4,3,169,129.99, 1.07 ,148,1,14,881.57,141.68277,240,59,81,27,19,77
1034414,510-420-5990, 176.51 ,436.25,0,0,0,-270.25,0,4,2.67,12.33,0,0,63.74,19.67,0.33,68,45.67,6.67,0,1.33,3,3,199,79.99, 0.69 ,96,9,0,870.95,215.343725,234,113,76,23,20,60
1034755,408-389-4780, 260.38 ,143.5,0,0,2.02,-28.5,0.83,1,0,5.33,0,0,44.96,1.33,0,21,12,1,0,0,1,1,545,0, 0.78 ,52,1,0,2241.3,255.16995,142,80,108,21,83,86
1034927,415-357-2735, 282.95 ,333,1.98,1.25,1.44,172,-2.75,2.33,0.33,38.33,1,0.33,15.68,14.67,3.67,61.33,45.67,2.67,0,0,1,1,543,0, 0.94 ,87,2,0,2853.4,407.4408,119,117,73,11,122,156
1036228,408-409-4791, 104.07 ,421,0.5,10.25,0,-89,-4.02,4.67,0.67,17.33,1,0,52.61,42.33,4.67,140.33,60.67,5.33,0,0,1,1,527,0, 0.50 ,41,0,0,640.9,105.108175,221,65,37,11,19,153
1036412,415-380-5286, 242.07 ,1613,0.74,161,0,-281,-40.38,13.33,24,8,1,0.67,411.7,83.33,32,130.33,209,37.33,0,10.33,2,2,407,149.99, 0.39 ,112,1,0,1622.45,394.5802125,104,37,88,10,60,30
1036526,510-394-8402, 222.88 ,90.5,0,0,0,5.5,0,0,0,4.67,0.33,0,13.66,10,1.33,14.33,15,0,0,0,1,1,632,0, 0.62 ,88,0,0,1596.8,300.888,192,48,66,20,60,56
1036572,408-392-1616, 254.82 ,837,0,0,0,54,2.44,3.33,20.33,34,0,0,201.24,21.33,23,243.33,192.67,23.67,0,2,2,2,10,9.99, 0.33 ,122,2,27,1686.56,425.55274,199,44,69,13,66,19
1036747,408-364-1969, 101.53 ,538.5,0.74,77.75,0,313.5,63.1,1.67,3.33,21.67,0.33,0,72.78,46.33,4.33,113.33,24.67,5,0,0.33,1,1,583,0, 1.03 ,61,3,0,680.05,107.625775,204,89,22,12,24,98
1037313,510-390-4152, 254.43 ,2.5,0,0,0,2.5,0,0,0,0.33,0,0,0,1,0,1,0,0,0,0,1,1,579,0, 0.72 ,87,0,0,2642.75,396.90495,93,38,62,3,118,28
1037496,408-367-7039, 144.68 ,1100.5,0.74,0,12.77,136.5,35.38,6,7,55.33,5,0,408.78,34,95.33,222.67,258.33,13,0,8,2,2,223,29.99, 0.56 ,176,0,0,974.95,258.9794375,45,106,70,1,32,106
1037640,510-391-6607, 438.70 ,857.75,3.96,187.25,0,-135.75,-39.74,12.67,2.33,57.67,2.33,0,207.18,48.67,5.67,244.33,111,15,0,0,3,2,162,29.99, 1.08 ,30,2,0,3608.25,368.50695,175,98,108,26,149,165
1037685,415-379-6652, 333.77 ,244.25,0.25,1.25,0,20.75,-0.92,3.67,0.33,8.33,0,0,46.98,32.33,10,62.33,31.67,4,0,0,2,2,569,59.99, 0.70 ,95,0,22,2714.31,263.6808675,145,112,53,1,122,107
1038032,415-384-1833, 323.61 ,368.25,0.25,3.25,0.94,82.75,-0.69,7.67,2,10.67,1.33,1,46.7,12.67,1.67,67.33,24,9.67,0,0.33,1,1,570,0, 1.05 ,46,3,0,3287.45,414.2192,84,101,62,28,143,50
1038135,510-403-2455, 306.58 ,443.67,3.3,0,0,,,11.33,0.67,25,0,0,107.11,21.67,0.33,101,35.67,12,0,0.33,1,1,569,0, 0.53 ,100,2,0,3514,346.4354,189,35,104,2,153,49
1038245,415-391-1348, 195.59 ,528.75,0,94.75,0,198.25,54.4,0.67,0,4.33,0,0,3.9,2.33,0,26.67,10,0.67,0,0,1,1,675,0, 0.67 ,47,1,37,2145.66,162.343435,212,63,67,19,86,176
1038363,415-408-4174, 196.69 ,10,0,0,0,-1,0,0.33,0,2.33,0,0,0,1.67,0,3.67,2.67,0.33,0,0,1,1,613,0, 0.38 ,77,0,0,1937.4,226.18775,107,113,75,7,77,144
1038442,415-366-4334, 199.00 ,364.25,0.99,133,0,-364.25,-38.06,1,4,30.33,0,0,132.32,18,2.67,66.67,78.67,5,0,0,1,1,504,0, 1.09 ,98,1,38,1805.44,254.71744,140,42,76,14,69,164
1038708,415-406-5059, 258.01 ,441.75,0,30.5,1.04,-108.75,-48.82,1,2.33,19.67,0,0,119.16,5,3.33,59.33,44.67,3.33,0,0.67,2,2,366,149.99, 0.98 ,125,0,36,2753.78,234.792285,222,64,36,22,123,58
